soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
19-1032,Foresters,120,9430.0,9430.0,68090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19-1041,Epidemiologists,121,9430.0,9430.0,85880.0,72.0,1553.0,0.0,177.5,24.0,1196.5,1625.0,177.5,1220.5,65.25754292382064,1382.752958826471,0.0,148.4231538589765,24.0,1098.312968828138,1448.0105017502917,148.4231538589765,1122.312968828138,0.006920206036460301,0.1466333996634646,0.0,0.015739464884302914,0.002545068928950159,0.11647009213447912,0.15355360569992488,0.015739464884302914,0.11901516106342928
19-1042,"Medical Scientists, Except Epidemiologists",122,110550.0,110550.0,110670.0,55.0,759.0,26.0,81.5,0.0,482.5,814.0,107.5,482.5,61.74245707617936,929.2470411735289,26.0,110.57684614102351,0.0,580.6870311718619,990.9894982497083,136.5768461410235,580.6870311718619,0.0005585025515710481,0.00840567201423364,0.00023518769787426503,0.0010002428416193896,0.0,0.005252709463336607,0.008964174565804688,0.0012354305394936544,0.005252709463336607
19-1099,"Life Scientists, All Other",123,8320.0,8320.0,100370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-2011,Astronomers,124,2160.0,2160.0,127460.0,1845.0,2700.0,1102.0,737.0,276.0,1579.0,4545.0,1839.0,1855.0,1845.0,2700.0,1102.0,737.0,276.0,1579.0,4545.0,1839.0,1855.0,0.8541666666666666,1.25,0.5101851851851852,0.34120370370370373,0.12777777777777777,0.7310185185185185,2.1041666666666665,0.8513888888888889,0.8587962962962963
19-2012,Physicists,125,18840.0,18840.0,150130.0,659.0,769.0,362.0,419.0,135.0,220.0,1428.0,781.0,355.0,659.0,769.0,362.0,419.0,135.0,220.0,1428.0,781.0,355.0,0.03497876857749469,0.04081740976645435,0.01921443736730361,0.022239915074309977,0.007165605095541401,0.01167728237791932,0.07579617834394904,0.041454352441613586,0.01884288747346072
19-2021,Atmospheric and Space Scientists,126,9900.0,9900.0,93610.0,228.0,1930.0,155.0,692.0,0.0,777.0,2158.0,847.0,777.0,228.0,1930.0,155.0,692.0,0.0,777.0,2158.0,847.0,777.0,0.02303030303030303,0.19494949494949496,0.015656565656565657,0.0698989898989899,0.0,0.07848484848484849,0.21797979797979797,0.08555555555555555,0.07848484848484849
19-2031,Chemists,127,83940.0,83940.0,90530.0,4258.0,6215.0,2478.0,1842.0,1024.0,4137.0,10473.0,4320.0,5161.0,4258.0,6215.0,2478.0,1842.0,1024.0,4137.0,10473.0,4320.0,5161.0,0.05072670955444365,0.07404098165356207,0.02952108649035025,0.021944245889921374,0.012199189897545867,0.04928520371694067,0.12476769120800572,0.05146533238027162,0.061484393614486536
19-2032,Materials Scientists,128,7620.0,7620.0,110690.0,4290.0,3324.0,3463.0,1408.0,466.0,1642.0,7614.0,4871.0,2108.0,4286.185375901133,3308.264675592173,3463.0,1408.0,466.0,1642.0,7594.450051493306,4871.0,2108.0,0.5624915191471302,0.43415546923781795,0.45446194225721787,0.1847769028871391,0.06115485564304462,0.21548556430446195,0.9966469883849483,0.6392388451443569,0.27664041994750654
19-2041,"Environmental Scientists and Specialists, Including Health",129,77270.0,77270.0,83820.0,1398.0,1780.0,1162.0,519.0,0.0,698.0,3178.0,1681.0,698.0,1398.0,1780.0,1162.0,519.0,0.0,698.0,3178.0,1681.0,698.0,0.018092403261291575,0.02303610715672318,0.015038177818040637,0.006716707648505241,0.0,0.009033259997411674,0.041128510418014755,0.021754885466545876,0.009033259997411674
19-2042,"Geoscientists, Except Hydrologists and Geographers",130,25230.0,25230.0,104560.0,1132.0,2371.0,860.0,849.0,143.0,1283.0,3503.0,1709.0,1426.0,1132.0,2371.0,860.0,849.0,143.0,1283.0,3503.0,1709.0,1426.0,0.044867221561632975,0.09397542608006342,0.03408640507332541,0.03365041617122473,0.0056678557273087595,0.050852160126833135,0.1388426476416964,0.06773682124455013,0.056520015854141896
19-2043,Hydrologists,131,6270.0,6270.0,96300.0,685.0,1352.0,551.0,575.0,15.0,525.0,2037.0,1126.0,540.0,685.0,1352.0,551.0,575.0,15.0,525.0,2037.0,1126.0,540.0,0.10925039872408293,0.21562998405103667,0.08787878787878788,0.09170653907496013,0.0023923444976076554,0.08373205741626795,0.3248803827751196,0.17958532695374801,0.0861244019138756
19-2099,"Physical Scientists, All Other",132,19820.0,19820.0,116230.0,2257.0,615.0,1981.0,423.0,76.0,115.0,2872.0,2404.0,191.0,2257.0,615.0,1981.0,423.0,76.0,115.0,2872.0,2404.0,191.0,0.11387487386478305,0.031029263370333,0.09994954591321897,0.02134207870837538,0.003834510595358224,0.005802219979818365,0.14490413723511605,0.12129162462159435,0.00963673057517659
19-3011,Economists,133,16370.0,16370.0,128180.0,1190.0,5215.0,872.0,1437.0,66.0,3343.0,6405.0,2309.0,3409.0,1190.0,5215.0,872.0,1437.0,66.0,3343.0,6405.0,2309.0,3409.0,0.07269395235186317,0.3185705558949298,0.05326817348808797,0.08778252901649358,0.0040317654245571165,0.20421502748930973,0.39126450824679293,0.14105070250458154,0.20824679291386683
19-3022,Survey Researchers,134,7880.0,7880.0,66440.0,37152.0,5694.0,31597.0,2972.0,2306.0,2357.0,42846.0,34569.0,4663.0,37152.0,5694.0,31597.0,2972.0,2306.0,2357.0,42846.0,34569.0,4663.0,4.714720812182741,0.7225888324873097,4.009771573604061,0.3771573604060914,0.2926395939086294,0.29911167512690356,5.437309644670051,4.386928934010152,0.591751269035533
19-3031,"Clinical, Counseling, and School Psychologists (#)",136,123130.0,123130.0,95307.22569641842,9428.0,31331.0,3524.0,6052.0,2681.0,21696.0,40759.0,9576.0,24377.0,9428.0,31331.0,3524.0,6052.0,2681.0,21696.0,40759.0,9576.0,24377.0,0.07656947941200358,0.25445464143588076,0.02862015755705352,0.049151303500365465,0.021773735076748152,0.17620401201981645,0.33102412084788435,0.07777146105741899,0.1979777470965646
19-3032,Industrial-Organizational Psychologists,135,1280.0,1280.0,144610.0,3233.0,11143.0,2345.0,2500.0,261.0,8014.0,14376.0,4845.0,8275.0,3233.0,11143.0,2345.0,2500.0,261.0,8014.0,14376.0,4845.0,8275.0,2.52578125,8.70546875,1.83203125,1.953125,0.20390625,6.2609375,11.23125,3.78515625,6.46484375
19-3039,"Psychologists, All Other",137,13900.0,13900.0,99560.0,19.0,267.0,0.0,0.0,0.0,131.0,286.0,0.0,131.0,19.0,267.0,0.0,0.0,0.0,131.0,286.0,0.0,131.0,0.001366906474820144,0.01920863309352518,0.0,0.0,0.0,0.009424460431654676,0.020575539568345323,0.0,0.009424460431654676
19-3041,Sociologists,138,2980.0,2980.0,101310.0,1338.0,3056.0,951.0,828.0,37.0,1720.0,4394.0,1779.0,1757.0,1338.0,3056.0,951.0,828.0,37.0,1720.0,4394.0,1779.0,1757.0,0.448993288590604,1.025503355704698,0.31912751677852347,0.2778523489932886,0.012416107382550336,0.5771812080536913,1.474496644295302,0.5969798657718121,0.5895973154362416
19-3051,Urban and Regional Planners,139,39880.0,39880.0,82420.0,60.0,208.0,53.0,53.0,0.0,0.0,268.0,106.0,0.0,60.0,208.0,53.0,53.0,0.0,0.0,268.0,106.0,0.0,0.0015045135406218655,0.005215646940822468,0.0013289869608826479,0.0013289869608826479,0.0,0.0,0.006720160481444333,0.0026579739217652957,0.0
19-3091,Anthropologists and Archeologists,140,7350.0,7350.0,68310.0,10073.0,7559.0,7835.0,2481.0,1463.0,4293.0,17632.0,10316.0,5756.0,10073.0,7559.0,7835.0,2481.0,1463.0,4293.0,17632.0,10316.0,5756.0,1.3704761904761904,1.02843537414966,1.0659863945578232,0.33755102040816326,0.19904761904761906,0.5840816326530612,2.3989115646258505,1.4035374149659865,0.7831292517006803
19-3092,Geographers,141,1360.0,1360.0,88960.0,678.0,1044.0,567.0,347.0,0.0,327.0,1722.0,914.0,327.0,678.0,1044.0,567.0,347.0,0.0,327.0,1722.0,914.0,327.0,0.4985294117647059,0.7676470588235295,0.41691176470588237,0.2551470588235294,0.0,0.24044117647058824,1.2661764705882352,0.6720588235294118,0.24044117647058824
19-3093,Historians,142,3120.0,3120.0,72900.0,3825.0,13930.0,3143.0,7117.0,331.0,5773.0,17755.0,10260.0,6104.0,3825.0,13930.0,3143.0,7117.0,331.0,5773.0,17755.0,10260.0,6104.0,1.2259615384615385,4.464743589743589,1.0073717948717948,2.2810897435897437,0.10608974358974359,1.850320512820513,5.690705128205129,3.2884615384615383,1.9564102564102563
19-3094,Political Scientists,143,5660.0,5660.0,126140.0,1120.0,6184.0,801.0,1339.0,140.0,4482.0,7304.0,2140.0,4622.0,1120.0,6184.0,801.0,1339.0,140.0,4482.0,7304.0,2140.0,4622.0,0.1978798586572438,1.0925795053003533,0.14151943462897526,0.23657243816254417,0.024734982332155476,0.7918727915194347,1.2904593639575972,0.37809187279151946,0.8166077738515901
19-3099,"Social Scientists and Related Workers, All Other",144,33210.0,33210.0,94560.0,203.0,457.0,121.0,113.0,0.0,78.0,660.0,234.0,78.0,203.0,457.0,121.0,113.0,0.0,78.0,660.0,234.0,78.0,0.0061126166817223725,0.013760915386931647,0.0036434808792532368,0.0034025895814513703,0.0,0.0023486901535682025,0.01987353206865402,0.007046070460704607,0.0023486901535682025
19-4011,Agricultural and Food Science Technicians (#),145,27490.0,27490.0,48605.005456529645,2320.0,4317.0,1508.0,2146.0,278.0,1169.0,6637.0,3654.0,1447.0,2320.0,4317.0,1508.0,2146.0,278.0,1169.0,6637.0,3654.0,1447.0,0.08439432520916697,0.1570389232448163,0.054856311385958534,0.07806475081847945,0.010112768279374318,0.04252455438341215,0.24143324845398326,0.13292106220443797,0.052637322662786465
19-4021,Biological Technicians,146,73710.0,73710.0,53560.0,5390.0,3926.0,3435.0,1436.0,1140.0,2256.0,9316.0,4871.0,3396.0,5390.0,3926.0,3435.0,1436.0,1140.0,2256.0,9316.0,4871.0,3396.0,0.0731244064577398,0.05326278659611993,0.046601546601546605,0.01948175281508615,0.015466015466015465,0.030606430606430608,0.12638719305385973,0.06608329941663275,0.04607244607244607
19-4031,Chemical Technicians,147,56030.0,56030.0,56180.0,1931.0,3483.0,1285.0,1423.0,275.0,1824.0,5414.0,2708.0,2099.0,1931.0,3483.0,1285.0,1423.0,275.0,1824.0,5414.0,2708.0,2099.0,0.03446368017133678,0.06216312689630555,0.02293414242370159,0.025397108691772266,0.004908084954488667,0.03255398893449937,0.09662680706764233,0.04833125111547385,0.03746207388898804
19-4041,Geological and Petroleum Technicians (#),149,10630.0,10630.0,61610.73377234243,4755.0,924.0,3887.0,553.0,274.0,125.0,5679.0,4440.0,399.0,4755.0,924.0,3887.0,553.0,274.0,125.0,5679.0,4440.0,399.0,0.4473189087488241,0.08692380056444027,0.3656632173095014,0.05202257761053622,0.025776105362182503,0.011759172154280339,0.5342427093132643,0.41768579492003766,0.037535277516462844
19-4051,Nuclear Technicians,150,5880.0,5880.0,97040.0,65.0,119.0,33.0,0.0,20.0,19.0,184.0,33.0,39.0,65.0,119.0,33.0,0.0,20.0,19.0,184.0,33.0,39.0,0.011054421768707483,0.02023809523809524,0.005612244897959183,0.0,0.003401360544217687,0.0032312925170068026,0.031292517006802724,0.005612244897959183,0.0066326530612244895
19-4061,Social Science Research Assistants,151,28720.0,28720.0,57760.0,13970.0,18125.0,11583.0,8418.0,977.0,8919.0,32095.0,20001.0,9896.0,13970.0,18125.0,11583.0,8418.0,977.0,8919.0,32095.0,20001.0,9896.0,0.48642061281337046,0.6310933147632312,0.4033077994428969,0.29310584958217273,0.034018105849582175,0.310550139275766,1.1175139275766017,0.6964136490250696,0.34456824512534817
19-4091,"Environmental Science and Protection Technicians, Including Health",148,33920.0,33920.0,53970.0,664.0,329.0,515.0,112.0,69.0,30.0,993.0,627.0,99.0,664.0,329.0,515.0,112.0,69.0,30.0,993.0,627.0,99.0,0.019575471698113207,0.009699292452830188,0.015182783018867925,0.0033018867924528303,0.002034198113207547,0.000884433962264151,0.029274764150943395,0.018484669811320756,0.002918632075471698
19-4092,Forensic Science Technicians,153,17590.0,17590.0,69260.0,66.0,81.0,48.0,0.0,0.0,0.0,147.0,48.0,0.0,66.0,81.0,48.0,0.0,0.0,0.0,147.0,48.0,0.0,0.0037521318931210915,0.004604889141557703,0.0027288231949971573,0.0,0.0,0.0,0.008357021034678795,0.0027288231949971573,0.0
19-4093,Forest and Conservation Technicians,152,29120.0,29120.0,45000.0,800.0,1460.0,634.0,838.0,40.0,513.0,2260.0,1472.0,553.0,800.0,1460.0,634.0,838.0,40.0,513.0,2260.0,1472.0,553.0,0.027472527472527472,0.05013736263736264,0.02177197802197802,0.028777472527472526,0.0013736263736263737,0.01761675824175824,0.07760989010989011,0.05054945054945055,0.018990384615384614
19-4099,"Life, Physical, and Social Science Technicians, All Other (#)",149,72230.0,72230.0,57968.88688910425,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,0.04403987262910148,0.03905579399141631,0.031745811989478054,0.015104527204762564,0.003073515159905856,0.014163090128755365,0.08309566662051779,0.04685033919424062,0.017236605288661222
21-1011,Substance Abuse and Behavioral Disorder Counselors,156,0.0,0.0,,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,inf,inf,inf,inf,inf,inf,inf,inf,inf
21-1012,"Educational, Guidance, School, and Vocational Counselors",157,308000.0,308000.0,64200.0,3000.0,36255.3,1735.0,10512.271428571428,553.0,24773.885714285716,39255.3,12247.271428571428,25326.885714285716,3000.0,36258.09124004845,1735.0,10509.584906021004,553.0,24772.854512156602,39258.09124004845,12244.584906021004,25325.854512156602,0.00974025974025974,0.11772107545470277,0.005633116883116883,0.03412202891565261,0.0017954545454545454,0.08043134581869027,0.1274613351949625,0.039755145798769494,0.08222680036414481
21-1013,Marriage and Family Therapists,158,62080.0,62080.0,63300.0,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,0.019668170103092783,0.05563788659793814,0.005637886597938144,0.012322809278350515,0.004188144329896907,0.033859536082474224,0.07530605670103092,0.01796069587628866,0.03804768041237113
21-1014,Mental Health Counselors,159,0.0,0.0,,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,inf,inf,inf,inf,inf,inf,inf,inf,inf
21-1015,Rehabilitation Counselors,160,82420.0,82420.0,46020.0,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,0.0016864838631400147,0.005945158942004368,0.0006794467362290707,0.0012132977432661976,0.0,0.0033729677262800293,0.007631642805144383,0.0018927444794952682,0.0033729677262800293
21-1019,"Counselors, All Other",161,37270.0,37270.0,49770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1021,"Child, Family, and School Social Workers",162,344770.0,344770.0,56680.0,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,0.0004234707196101749,0.0008933491893146155,0.0002291382660904371,4.350726571337414e-05,0.0,0.00036256054761145114,0.0013168199089247904,0.00027264553180381124,0.00036256054761145114
21-1022,Healthcare Social Workers,163,182420.0,182420.0,62760.0,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,0.0011566714176077185,0.004210064685889705,0.00029602017322661987,0.00037276614406315096,0.00019734678215107992,0.002340752110514198,0.005366736103497424,0.0006687863172897708,0.002538098892665278
21-1023,Mental Health and Substance Abuse Social Workers,164,107940.0,107940.0,60130.0,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,0.001028349082823791,0.006401704650731888,0.0001945525291828794,0.0009542338336112655,0.0,0.0029553455623494533,0.007430053733555679,0.001148786362794145,0.0029553455623494533
21-1029,"Social Workers, All Other",165,54620.0,54620.0,64360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1091,Health Educators,166,56190.0,56190.0,66710.0,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,0.005908524648513971,0.01763659014059441,0.004947499555080975,0.00786616835735896,0.0,0.00601530521445097,0.023545114789108382,0.012813667912439935,0.00601530521445097
21-1092,Probation Officers and Correctional Treatment Specialists,167,89920.0,89920.0,64920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-1093,Social and Human Service Assistants,168,399560.0,399560.0,41600.0,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,0.0,0.0012413655020522575,0.0,0.0001751927119831815,0.0,0.0003078386224847332,0.0012413655020522575,0.0001751927119831815,0.0003078386224847332
21-1094,Community Health Workers,169,61300.0,61300.0,49900.0,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,0.00398042414355628,0.0038172920065252854,0.0021207177814029365,0.00024469820554649265,0.0,0.0011419249592169657,0.007797716150081566,0.002365415986949429,0.0011419249592169657
21-1099,"Community and Social Service Specialists, All Other",170,94270.0,94270.0,51620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-2011,Clergy,171,53140.0,53140.0,60180.0,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,0.051373729770417764,0.23054196462175386,0.03424915318027851,0.08155814828754233,0.008863379751599548,0.13607452013549115,0.2819156943921716,0.11580730146782085,0.14493789988709072
21-2021,"Directors, Religious Activities and Education",172,24030.0,24030.0,60540.0,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,0.022971285892634207,0.09563046192259675,0.011027881814398668,0.028422804827299208,0.0038701622971285894,0.052975447357469826,0.11860174781523096,0.03945068664169788,0.056845609654598415
21-2099,"Religious Workers, All Other",173,10720.0,10720.0,45420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-1011,Lawyers,174,707160.0,707160.0,163770.0,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,0.0007381639232988291,0.007074777985180157,0.0002799932122857628,0.0016417783811301543,0.00022484303410826405,0.004815034787035466,0.007812941908478987,0.0019217715934159172,0.00503987782114373
23-1012,Judicial Law Clerks,175,15540.0,15540.0,66310.0,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,0.007271557271557271,0.0435006435006435,0.005727155727155727,0.019433719433719434,0.0,0.014157014157014158,0.05077220077220077,0.02516087516087516,0.014157014157014158
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",176,12490.0,12490.0,97250.0,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,0.10776621297037631,0.3751801441152922,0.07069655724579664,0.14827862289831867,0.02786228983186549,0.2198558847077662,0.4829463570856685,0.2189751801441153,0.2477181745396317
23-1022,"Arbitrators, Mediators, and Conciliators",177,7780.0,7780.0,98920.0,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,0.04498714652956298,0.35668380462724936,0.018380462724935733,0.13354755784061698,0.0,0.17917737789203084,0.40167095115681234,0.1519280205655527,0.17917737789203084
23-1023,"Judges, Magistrate Judges, and Magistrates",178,28230.0,28230.0,153700.0,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,0.006907545164718385,0.02805526036131775,0.005136379737867517,0.015125752745306411,0.0,0.008076514346439958,0.03496280552603613,0.02026213248317393,0.008076514346439958
23-2011,Paralegals and Legal Assistants,179,345240.0,345240.0,62840.0,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,0.0006748928281774997,0.004880662727378056,0.00040261846831189896,0.002140539914262542,0.0,0.0022708840227088404,0.005555555555555556,0.002543158382574441,0.0022708840227088404
23-2091,Court Reporters,274,14240.0,14240.0,70290.0,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,0.11938202247191011,0.08181179775280899,0.10519662921348315,0.06804775280898877,0.0027387640449438202,0.006390449438202247,0.2011938202247191,0.17324438202247192,0.009129213483146067
23-2093,"Title Examiners, Abstractors, and Searchers",180,53680.0,53680.0,57030.0,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,0.011531296572280178,0.013654992548435172,0.00964977645305514,0.004936661698956781,0.0,0.004675856929955291,0.02518628912071535,0.014586438152011922,0.004675856929955291
23-2099,"Legal Support Workers, All Other",181,46480.0,46480.0,77200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-1011,"Business Teachers, Postsecondary",182,78410.0,78410.0,108060.0,650.6465163048581,1732.5927481001645,403.32453226146174,516.1289133730817,149.1852859783894,1018.4681666372843,2383.2392644050224,919.4534456345435,1167.6534526156736,1469.7894869519607,3093.3545525770814,941.6364431939214,995.2174588659072,378.8229896134095,1842.879996557479,4563.144039529042,1936.8539020598287,2221.7029861708884,0.018744923950413987,0.03945102094856627,0.01200913714059331,0.012692481301695029,0.004831309649450446,0.023503124557549788,0.05819594489898026,0.02470161844228834,0.028334434207000235
25-1021,"Computer Science Teachers, Postsecondary",183,33870.0,33870.0,98610.0,575.8877511545468,1139.6654061922886,444.4545885850665,429.8939368800407,44.08655675062794,587.2207825789992,1715.5531573468352,874.3485254651073,631.3073393296272,595.7098934403332,1221.2427174519287,455.9203115255158,455.27485502215734,50.01180248797513,637.6558258486909,1816.9526108922619,911.1951665476731,687.6676283366661,0.017588127943322502,0.0360567675657493,0.013460889032344724,0.013441832153001397,0.0014765811186293219,0.01882656704601981,0.053644895509071804,0.02690272118534612,0.02030314816464913
25-1022,"Mathematical Science Teachers, Postsecondary",184,46560.0,46560.0,90110.0,664.3929011769382,1397.0777314149586,444.8629082347654,411.78464196040096,170.28039165135937,914.7262311534133,2061.470632591897,856.6475501951664,1085.0066228047726,1108.0312478051105,2356.6030140569724,749.4821932291253,689.3315480942538,273.3653911250181,1555.7661189781406,3464.634261862083,1438.8137413233792,1829.1315101031587,0.023797921988941376,0.05061432590328549,0.016097126143237227,0.01480523084394875,0.005871249809386128,0.033414220768430855,0.07441224789222686,0.030902356987185978,0.039285470577816985
25-1031,"Architecture Teachers, Postsecondary",185,6420.0,6420.0,104370.0,240.22541349220913,779.7454927723752,160.4545885850665,244.42640441250825,41.81815848222967,499.1991375573542,1019.9709062645843,404.88099299757477,541.0172960395839,61.03136236661615,162.92822731019095,32.6104704996041,51.45308049973756,8.678886082707253,103.70653966754293,223.9595896768071,84.06355099934166,112.38542575025018,0.009506442736233045,0.025378228552989244,0.005079512538879143,0.008014498520208342,0.0013518514147519086,0.016153666614882076,0.03488467128922229,0.013094011059087486,0.017505518029633984
25-1032,"Engineering Teachers, Postsecondary",186,36010.0,36010.0,114470.0,474.46350873030434,3621.301769828652,258.45458858506646,681.8030277891316,154.81382947790067,2868.0389643971807,4095.7652785589567,940.2576163741982,3022.8527938750817,515.3592717411019,3765.3429876936807,285.07244306331455,729.3782567995994,165.23854465387836,2955.695782913347,4280.702259434783,1014.4506998629139,3120.934327567226,0.014311559892838154,0.10456381526502863,0.007916479951772134,0.020254880777550662,0.004588684939013562,0.0820798606751832,0.11887537515786678,0.028171360729322796,0.08666854561419678
25-1041,"Agricultural Sciences Teachers, Postsecondary",187,8240.0,8240.0,96650.0,249.79684206363768,991.3169213438038,172.4545885850665,287.7121186982225,52.389587053658246,620.3419947002113,1241.1137634074414,460.16670728328904,672.7315817538696,66.65209632107236,396.7693090835655,45.55281674095285,101.51700399968945,14.396694623312445,239.62109083814175,463.4214054046379,147.06982074064229,254.0177854614542,0.00808884664090684,0.048151615180044356,0.005528254458853501,0.012320024757243865,0.0017471716775864618,0.02908022947064827,0.0562404618209512,0.017848279216097364,0.03082740114823473
25-1042,"Biological Science Teachers, Postsecondary",188,49920.0,49920.0,97800.0,3613.8877511545465,30928.268625889257,1588.1061037365816,11231.17518688004,1677.6623143263855,19063.907335609303,34542.1563770438,12819.281290616622,20741.56964993569,3555.0343657460617,29320.685975411536,1606.2840423170799,10614.692003269576,1604.8478092254004,18081.83246342855,32875.7203411576,12220.976045586654,19686.680272653946,0.07121463072407976,0.5873534850843657,0.032177164309236374,0.2126340545526758,0.03214839361429087,0.36221619518086035,0.6585681158084454,0.24481121886191215,0.3943645887951512
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",189,1270.0,1270.0,98160.0,899.3896171046886,1837.4532103421618,585.0851304569877,527.0068641826232,242.2803916513594,1175.151518509735,2736.84282744685,1112.091994639611,1417.4319101610945,268.9972513382607,526.4161794343147,164.23534928453756,142.36270543749643,79.45648725792037,302.42025475967245,795.4134307725755,306.598054722034,381.87674201759285,0.21180885932146512,0.4145009286884368,0.1293191726649902,0.1120966184547216,0.0625641631952129,0.23812618485013579,0.6263097880099019,0.24141579111971181,0.3006903480453487
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",190,11150.0,11150.0,107540.0,2222.320651587447,2068.9359689628513,1229.7403028707806,519.0930710791749,776.0562537203249,1394.151518509735,4291.256620550298,1748.8333739499558,2170.20777223006,1875.174684261718,1409.8255994477204,1002.4853934037427,311.2354122429535,678.2719271124935,966.5301034399491,3285.0002837094385,1313.7208056466964,1644.8020305524426,0.16817710172750835,0.12644175779800182,0.08990900389271235,0.027913489887260404,0.06083156296973036,0.0866843142098609,0.2946188595255102,0.11782249377997277,0.14751587717959128
