soc_2010,title_2010,group_id,oews_tot_emp_allocated,oews_tot_emp_imputed,oews_emp_was_imputed,oews_a_mean,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
19-3011,Economists,133,15880.0,15880.0,False,130910.0,1190.0,5215.0,872.0,1437.0,66.0,3343.0,6405.0,2309.0,3409.0,1190.0,5215.0,872.0,1437.0,66.0,3343.0,6405.0,2309.0,3409.0,0.07493702770780857,0.3284005037783375,0.05491183879093199,0.0904911838790932,0.00415617128463476,0.21051637279596977,0.4033375314861461,0.1454030226700252,0.21467254408060454
19-3022,Survey Researchers,134,7720.0,7720.0,False,73470.0,37152.0,5694.0,31597.0,2972.0,2306.0,2357.0,42846.0,34569.0,4663.0,37152.0,5694.0,31597.0,2972.0,2306.0,2357.0,42846.0,34569.0,4663.0,4.812435233160622,0.7375647668393782,4.092875647668394,0.3849740932642487,0.2987046632124352,0.30531088082901553,5.55,4.477849740932642,0.6040155440414507
19-3031,"Clinical, Counseling, and School Psychologists (#)",136,136020.0,136020.0,False,100636.87545949125,9428.0,31331.0,3524.0,6052.0,2681.0,21696.0,40759.0,9576.0,24377.0,9428.0,31331.0,3524.0,6052.0,2681.0,21696.0,40759.0,9576.0,24377.0,0.06931333627407735,0.23034112630495515,0.025907954712542272,0.044493456844581676,0.01971033671518894,0.15950595500661668,0.2996544625790325,0.07040141155712396,0.17921629172180562
19-3032,Industrial-Organizational Psychologists,135,1050.0,1050.0,False,134400.0,3233.0,11143.0,2345.0,2500.0,261.0,8014.0,14376.0,4845.0,8275.0,3233.0,11143.0,2345.0,2500.0,261.0,8014.0,14376.0,4845.0,8275.0,3.079047619047619,10.612380952380953,2.2333333333333334,2.380952380952381,0.24857142857142858,7.632380952380952,13.691428571428572,4.614285714285714,7.880952380952381
19-3039,"Psychologists, All Other",137,17790.0,17790.0,False,111340.0,19.0,267.0,0.0,0.0,0.0,131.0,286.0,0.0,131.0,19.0,267.0,0.0,0.0,0.0,131.0,286.0,0.0,131.0,0.0010680157391793142,0.015008431703204048,0.0,0.0,0.0,0.0073636874648679036,0.01607644744238336,0.0,0.0073636874648679036
19-3041,Sociologists,138,2950.0,2950.0,False,111670.0,1338.0,3056.0,951.0,828.0,37.0,1720.0,4394.0,1779.0,1757.0,1338.0,3056.0,951.0,828.0,37.0,1720.0,4394.0,1779.0,1757.0,0.4535593220338983,1.0359322033898306,0.32237288135593223,0.28067796610169493,0.012542372881355932,0.5830508474576271,1.4894915254237289,0.6030508474576272,0.5955932203389831
19-3051,Urban and Regional Planners,139,43040.0,43040.0,False,89730.0,60.0,208.0,53.0,53.0,0.0,0.0,268.0,106.0,0.0,60.0,208.0,53.0,53.0,0.0,0.0,268.0,106.0,0.0,0.0013940520446096654,0.0048327137546468404,0.0012314126394052044,0.0012314126394052044,0.0,0.0,0.006226765799256505,0.002462825278810409,0.0
19-3091,Anthropologists and Archeologists,140,8070.0,8070.0,False,71070.0,10073.0,7559.0,7835.0,2481.0,1463.0,4293.0,17632.0,10316.0,5756.0,10073.0,7559.0,7835.0,2481.0,1463.0,4293.0,17632.0,10316.0,5756.0,1.2482032218091699,0.9366790582403965,0.9708798017348204,0.30743494423791823,0.18128872366790583,0.5319702602230483,2.184882280049566,1.2783147459727386,0.7132589838909541
19-3092,Geographers,141,1380.0,1380.0,False,98160.0,678.0,1044.0,567.0,347.0,0.0,327.0,1722.0,914.0,327.0,678.0,1044.0,567.0,347.0,0.0,327.0,1722.0,914.0,327.0,0.49130434782608695,0.7565217391304347,0.4108695652173913,0.2514492753623188,0.0,0.23695652173913043,1.2478260869565216,0.6623188405797101,0.23695652173913043
19-3093,Historians,142,3140.0,3140.0,False,78470.0,3825.0,13930.0,3143.0,7117.0,331.0,5773.0,17755.0,10260.0,6104.0,3825.0,13930.0,3143.0,7117.0,331.0,5773.0,17755.0,10260.0,6104.0,1.2181528662420382,4.436305732484076,1.0009554140127388,2.2665605095541403,0.10541401273885351,1.8385350318471338,5.654458598726115,3.267515923566879,1.9439490445859873
19-3094,Political Scientists,143,5950.0,5950.0,False,137600.0,1120.0,6184.0,801.0,1339.0,140.0,4482.0,7304.0,2140.0,4622.0,1120.0,6184.0,801.0,1339.0,140.0,4482.0,7304.0,2140.0,4622.0,0.18823529411764706,1.039327731092437,0.1346218487394958,0.2250420168067227,0.023529411764705882,0.7532773109243698,1.227563025210084,0.3596638655462185,0.7768067226890756
19-3099,"Social Scientists and Related Workers, All Other",144,36970.0,36970.0,False,106440.0,203.0,457.0,121.0,113.0,0.0,78.0,660.0,234.0,78.0,203.0,457.0,121.0,113.0,0.0,78.0,660.0,234.0,78.0,0.005490938598863944,0.012361374087097646,0.0032729239924262914,0.003056532323505545,0.0,0.002109818771977279,0.017852312685961592,0.006329456315931837,0.002109818771977279
19-4011,Agricultural and Food Science Technicians (#),145,28540.0,28540.0,False,52028.42326559215,2320.0,4317.0,1508.0,2146.0,278.0,1169.0,6637.0,3654.0,1447.0,2320.0,4317.0,1508.0,2146.0,278.0,1169.0,6637.0,3654.0,1447.0,0.08128941836019622,0.1512613875262789,0.05283812193412754,0.0751927119831815,0.009740714786264891,0.04096005606166783,0.23255080588647511,0.12803083391730904,0.05070077084793272
19-4021,Biological Technicians,146,76190.0,76190.0,False,58020.0,5390.0,3926.0,3435.0,1436.0,1140.0,2256.0,9316.0,4871.0,3396.0,5390.0,3926.0,3435.0,1436.0,1140.0,2256.0,9316.0,4871.0,3396.0,0.07074419215120094,0.051529072056700355,0.04508465677910487,0.018847617797611235,0.014962593516209476,0.029610185063656647,0.1222732642079013,0.0639322745767161,0.04457277857986612
19-4031,Chemical Technicians,147,55640.0,55640.0,False,61300.0,1931.0,3483.0,1285.0,1423.0,275.0,1824.0,5414.0,2708.0,2099.0,1931.0,3483.0,1285.0,1423.0,275.0,1824.0,5414.0,2708.0,2099.0,0.03470524802300503,0.06259884974838247,0.02309489575844716,0.02557512580877067,0.004942487419122933,0.032782171099928106,0.09730409777138749,0.04867002156721783,0.03772465851905104
19-4041,Geological and Petroleum Technicians (#),149,11180.0,11180.0,False,59033.890876565296,4755.0,924.0,3887.0,553.0,274.0,125.0,5679.0,4440.0,399.0,4755.0,924.0,3887.0,553.0,274.0,125.0,5679.0,4440.0,399.0,0.42531305903398925,0.08264758497316636,0.34767441860465115,0.049463327370304115,0.024508050089445437,0.011180679785330949,0.5079606440071557,0.39713774597495527,0.035688729874776386
19-4051,Nuclear Technicians,150,5990.0,5990.0,False,100730.0,65.0,119.0,33.0,0.0,20.0,19.0,184.0,33.0,39.0,65.0,119.0,33.0,0.0,20.0,19.0,184.0,33.0,39.0,0.010851419031719533,0.01986644407345576,0.0055091819699499165,0.0,0.00333889816360601,0.0031719532554257096,0.030717863105175294,0.0055091819699499165,0.00651085141903172
19-4061,Social Science Research Assistants,151,32940.0,32940.0,False,63560.0,13970.0,18125.0,11583.0,8418.0,977.0,8919.0,32095.0,20001.0,9896.0,13970.0,18125.0,11583.0,8418.0,977.0,8919.0,32095.0,20001.0,9896.0,0.42410443230115363,0.5502428658166363,0.3516393442622951,0.25555555555555554,0.029659987856709168,0.2707650273224044,0.97434729811779,0.6071948998178507,0.3004250151791135
19-4091,"Environmental Science and Protection Technicians, Including Health",148,39390.0,39390.0,False,56770.0,664.0,329.0,515.0,112.0,69.0,30.0,993.0,627.0,99.0,664.0,329.0,515.0,112.0,69.0,30.0,993.0,627.0,99.0,0.016857070322416855,0.008352373698908353,0.013074384361513074,0.002843361259202843,0.0017517136329017516,0.0007616146230007616,0.02520944402132521,0.015917745620715917,0.002513328255902513
19-4092,Forensic Science Technicians,153,19450.0,19450.0,False,75260.0,66.0,81.0,48.0,0.0,0.0,0.0,147.0,48.0,0.0,66.0,81.0,48.0,0.0,0.0,0.0,147.0,48.0,0.0,0.0033933161953727505,0.00416452442159383,0.002467866323907455,0.0,0.0,0.0,0.007557840616966581,0.002467866323907455,0.0
19-4093,Forest and Conservation Technicians,152,31080.0,31080.0,False,56660.0,800.0,1460.0,634.0,838.0,40.0,513.0,2260.0,1472.0,553.0,800.0,1460.0,634.0,838.0,40.0,513.0,2260.0,1472.0,553.0,0.02574002574002574,0.046975546975546977,0.020398970398970397,0.026962676962676964,0.001287001287001287,0.016505791505791505,0.07271557271557272,0.047361647361647365,0.01779279279279279
19-4099,"Life, Physical, and Social Science Technicians, All Other (#)",149,72870.0,72870.0,False,64635.36023054755,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,0.043653080828873335,0.03871277617675312,0.03146699602031014,0.014971867709619871,0.003046521202140799,0.014038699053108275,0.08236585700562646,0.04643886372993001,0.017085220255249074
21-1011,Substance Abuse and Behavioral Disorder Counselors,156,,67500.0,True,,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,0.008577777777777778,0.04572592592592593,0.0036148148148148146,0.009859259259259259,0.0014074074074074073,0.031518518518518515,0.0543037037037037,0.013474074074074074,0.03292592592592593
21-1012,"Educational, Guidance, School, and Vocational Counselors",157,342350.0,342350.0,False,71520.0,3000.0,36255.3,1735.0,10512.271428571428,553.0,24773.885714285716,39255.3,12247.271428571428,25326.885714285716,3000.0,36258.9820918338,1735.0,10510.09350850601,553.0,24773.047974506917,39258.9820918338,12245.09350850601,25326.047974506917,0.008762961881115817,0.10591202597293355,0.005067912954578648,0.030699849594000322,0.0016153059734190156,0.07236175835988584,0.11467498785404937,0.03576776254857897,0.07397706433330485
21-1013,Marriage and Family Therapists,158,65870.0,65870.0,False,72720.0,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,0.018536511310156368,0.05243661758008198,0.005313496280552604,0.011613784727493548,0.0039471686655533625,0.031911340519204495,0.07097312889023835,0.016927281008046153,0.03585850918475786
21-1014,Mental Health Counselors,159,,67500.0,True,,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,0.05026666666666667,0.23422962962962962,0.015185185185185185,0.05031851851851852,0.018237037037037038,0.1602888888888889,0.2844962962962963,0.0655037037037037,0.17852592592592592
21-1015,Rehabilitation Counselors,160,88930.0,88930.0,False,51260.0,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,0.0015630270999662656,0.0055099516473630945,0.0006297087596986394,0.0011244799280332846,0.0,0.003126054199932531,0.0070729787473293605,0.001754188687731924,0.003126054199932531
21-1019,"Counselors, All Other",161,33340.0,33340.0,False,58070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1021,"Child, Family, and School Social Workers",162,382960.0,382960.0,False,62920.0,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,0.00038124086066429914,0.0008042615416753708,0.00020628786296218927,3.9168581575099224e-05,0.0,0.0003264048464591602,0.00118550240233967,0.0002454564445372885,0.0003264048464591602
21-1022,Healthcare Social Workers,163,185940.0,185940.0,False,72030.0,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,0.0011347746584919867,0.004130364633752824,0.0002904162633107454,0.0003657093686135312,0.0001936108422071636,0.002296439711734968,0.00526513929224481,0.0006561256319242766,0.002490050553942132
21-1023,Mental Health and Substance Abuse Social Workers,164,125910.0,125910.0,False,68290.0,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,0.000881582082439838,0.005488047017711064,0.0001667857993805099,0.0008180446350567866,0.0,0.002533555714399174,0.006369629100150901,0.0009848304344372964,0.002533555714399174
21-1029,"Social Workers, All Other",165,64940.0,64940.0,False,74680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-1091,Health Educators,166,65150.0,65150.0,False,71700.0,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,0.005095932463545664,0.01521105141980046,0.004267075978511128,0.006784343821949348,0.0,0.005188027628549501,0.020306983883346123,0.011051419800460476,0.005188027628549501
21-1092,Probation Officers and Correctional Treatment Specialists,167,86820.0,86820.0,False,71530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-1093,Social and Human Service Assistants,168,424220.0,424220.0,False,47090.0,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,0.0,0.0011692046579604922,0.0,0.0001650087218895856,0.0,0.00028994389703455755,0.0011692046579604922,0.0001650087218895856,0.00028994389703455755
21-1094,Community Health Workers,169,60730.0,60730.0,False,55970.0,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,0.0040177836324715955,0.0038531203688457107,0.002140622427136506,0.0002469948954388276,0.0,0.0011526428453811955,0.007870904001317305,0.0023876173225753335,0.0011526428453811955
21-1099,"Community and Social Service Specialists, All Other",170,110390.0,110390.0,False,58360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-2011,Clergy,171,58080.0,58080.0,False,67160.0,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,0.04700413223140496,0.2109331955922865,0.03133608815426997,0.07462121212121212,0.008109504132231405,0.12450068870523416,0.25793732782369144,0.1059573002754821,0.13261019283746556
21-2021,"Directors, Religious Activities and Education",172,21460.0,21460.0,False,65040.0,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,0.025722273998136067,0.1070829450139795,0.012348555452003728,0.031826654240447345,0.004333643988816403,0.05931966449207828,0.13280521901211556,0.04417520969245107,0.06365330848089469
21-2099,"Religious Workers, All Other",173,12170.0,12170.0,False,49830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-1011,Lawyers,174,747750.0,747750.0,False,182760.0,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,0.0006980942828485456,0.006690738883316617,0.00026479438314944837,0.0015526579739217653,0.00021263791374122367,0.004553660982948847,0.007388833166165162,0.0018174523570712137,0.00476629889669007
23-1012,Judicial Law Clerks,175,13220.0,13220.0,False,69850.0,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,0.008547655068078669,0.05113464447806354,0.006732223903177004,0.022844175491679275,0.0,0.01664145234493192,0.05968229954614221,0.02957639939485628,0.01664145234493192
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",176,16230.0,16230.0,False,122620.0,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,0.08293284041897721,0.28872458410351204,0.05440542205791744,0.11410967344423906,0.02144177449168207,0.1691928527418361,0.37165742452248923,0.1685150955021565,0.19063462723351818
23-1022,"Arbitrators, Mediators, and Conciliators",177,7860.0,7860.0,False,91170.0,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,0.044529262086514,0.3530534351145038,0.018193384223918575,0.1321882951653944,0.0,0.17735368956743003,0.3975826972010178,0.150381679389313,0.17735368956743003
23-1023,"Judges, Magistrate Judges, and Magistrates",178,25580.0,25580.0,False,143110.0,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,0.007623143080531665,0.030961688819390147,0.005668491008600469,0.016692728694292416,0.0,0.008913213448006255,0.03858483189992181,0.022361219702892884,0.008913213448006255
23-2011,Paralegals and Legal Assistants,179,367220.0,367220.0,False,66510.0,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,0.0006344970317520832,0.0045885300364903875,0.0003785196884701269,0.002012417624312401,0.0,0.002134959969500572,0.005223027068242471,0.0023909373127825283,0.002134959969500572
23-2091,Court Reporters,274,12630.0,12630.0,False,74630.0,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,0.13460015835312747,0.09224069675376088,0.11860649247822644,0.07672209026128265,0.0030878859857482186,0.007205067300079177,0.22684085510688837,0.1953285827395091,0.010292953285827395
23-2093,"Title Examiners, Abstractors, and Searchers",180,48170.0,48170.0,False,59600.0,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,0.012850321777039651,0.015216940004151962,0.010753581067054183,0.005501349387585635,0.0,0.005210712061449034,0.028067261781191614,0.016254930454639816,0.005210712061449034
23-2099,"Legal Support Workers, All Other",181,47380.0,47380.0,False,86220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-1011,"Business Teachers, Postsecondary",182,81780.0,81780.0,False,113840.0,650.6465163048581,1732.5927481001645,403.32453226146174,516.1289133730817,149.1852859783894,1018.4681666372843,2383.2392644050224,919.4534456345435,1167.6534526156736,1442.7460881142642,3046.905832318816,923.6907930338293,978.9928531618984,371.456193384,1814.552427372373,4489.651920433081,1902.6836461957278,2186.008620756373,0.017641796137371782,0.037257346934688386,0.011294825055439342,0.011971054697504261,0.004542139806603082,0.02218821750271916,0.05489914307206017,0.023265879752943603,0.026730357309322245
25-1021,"Computer Science Teachers, Postsecondary",183,36240.0,36240.0,False,105830.0,575.8877511545468,1139.6654061922886,444.4545885850665,429.8939368800407,44.08655675062794,587.2207825789992,1715.5531573468352,874.3485254651073,631.3073393296272,596.2109760919071,1223.7260472555236,456.24800502973346,455.9917301491786,50.117726316358336,639.249736885697,1819.9370233474306,912.239735178912,689.3674632020552,0.01645173775088044,0.03376727503464469,0.012589624862851366,0.012582553260187047,0.0013829394678906825,0.017639341525543514,0.050219012785525124,0.025172178123038413,0.019022280993434195
25-1022,"Mathematical Science Teachers, Postsecondary",184,48820.0,48820.0,False,92880.0,664.3929011769382,1397.0777314149586,444.8629082347654,411.78464196040096,170.28039165135937,914.7262311534133,2061.470632591897,856.6475501951664,1085.0066228047726,1098.6673269749674,2336.3109307584373,743.5759025211864,682.6066543549579,270.4985022577289,1543.029488081531,3434.9782577334045,1426.1825568761442,1813.52799033926,0.022504451597193106,0.04785561103560912,0.015230968916861664,0.013982110904444036,0.005540731303927261,0.03160650323804857,0.07036006263280223,0.0292130798213057,0.037147234541975827
25-1031,"Architecture Teachers, Postsecondary",185,9120.0,9120.0,False,110360.0,240.22541349220913,779.7454927723752,160.4545885850665,244.42640441250825,41.81815848222967,499.1991375573542,1019.9709062645843,404.88099299757477,541.0172960395839,76.28470873215782,216.996678289889,43.410622391523276,68.53693105149176,11.559389383339935,138.12097670564924,293.28138702204683,111.94755344301504,149.6803660889892,0.008364551396069937,0.023793495426522916,0.004759936665737202,0.007515014369681114,0.0012674769060679754,0.015144843937022943,0.03215804682259285,0.012274951035418315,0.01641232084309092
25-1032,"Engineering Teachers, Postsecondary",186,39910.0,39910.0,False,119340.0,474.46350873030434,3621.301769828652,258.45458858506646,681.8030277891316,154.81382947790067,2868.0389643971807,4095.7652785589567,940.2576163741982,3022.8527938750817,526.3573515912215,3802.298313635262,292.6953109166096,741.0946385467481,167.6153973225868,2978.8440221669393,4328.6556652264835,1033.7899494633575,3146.459419489526,0.013188608158136344,0.09527181943460941,0.00733388401194211,0.018569146543391334,0.00419983456082653,0.07463903839055222,0.10846042759274577,0.02590303055533344,0.07883887295137876
25-1041,"Agricultural Sciences Teachers, Postsecondary",187,8700.0,8700.0,False,97790.0,249.79684206363768,991.3169213438038,172.4545885850665,287.7121186982225,52.389587053658246,620.3419947002113,1241.1137634074414,460.16670728328904,672.7315817538696,65.92833483083828,394.50782571741,45.057609746291746,100.80975239236699,14.239143080695891,238.18433024790863,460.4361605482483,145.86736213865873,252.42347332860453,0.007577969520786009,0.04534572709395517,0.00517903560302204,0.011587327861191607,0.0016366831127236656,0.027377509223897544,0.05292369661474119,0.016766363464213646,0.02901419233662121
25-1042,"Biological Science Teachers, Postsecondary",188,53250.0,53250.0,False,101340.0,3613.8877511545465,30928.268625889257,1588.1061037365816,11231.17518688004,1677.6623143263855,19063.907335609303,34542.1563770438,12819.281290616622,20741.56964993569,3601.2260008592934,29787.625133386286,1624.5390001530013,10785.789059541134,1628.4588902712694,18369.209954185368,33388.85113424558,12410.328059694135,19997.66884445663,0.06762865729313228,0.5593920212842495,0.03050777465076059,0.20255002928715743,0.030581387610728063,0.3449616892804764,0.6270206785773819,0.23305780393791803,0.37554307689120436
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",189,1310.0,1310.0,False,103780.0,899.3896171046886,1837.4532103421618,585.0851304569877,527.0068641826232,242.2803916513594,1175.151518509735,2736.84282744685,1112.091994639611,1417.4319101610945,268.25790607975927,524.8392471234768,163.74777381910565,141.8872352703019,79.25835800814471,301.3867623310396,793.0971532032361,305.6350090894075,380.64512033918436,0.20477702754180097,0.40064064665914256,0.12499830062527148,0.10831086661855106,0.06050256336499596,0.23006623078705316,0.6054176742009436,0.23330916724382253,0.2905687941520491
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",190,11480.0,11480.0,False,112950.0,2222.320651587447,2068.9359689628513,1229.7403028707806,519.0930710791749,776.0562537203249,1394.151518509735,4291.256620550298,1748.8333739499558,2170.20777223006,1868.8153660487255,1397.1470038064633,998.3176525671385,307.2157831119583,676.497538564709,958.3668748545579,3265.962369855189,1305.5334356790968,1634.8644134192668,0.16278879495197957,0.12170270068000552,0.08696146799365317,0.026760956717069535,0.05892835701783179,0.08348143509186044,0.2844914956319851,0.11372242471072272,0.14240979210969223
25-1052,"Chemistry Teachers, Postsecondary",191,20390.0,20390.0,False,103030.0,462.46648492078054,1969.2871594390417,254.4858385850665,508.52015441250825,137.81815848222968,1364.9178875573543,2431.7536443598224,763.0059929975748,1502.736046039584,377.41934344319975,1675.6954116034935,193.93000118451505,419.27525195439995,121.84385411472601,1175.8264980698036,2053.114755046693,613.205253138915,1297.6703521845297,0.01851002174807257,0.08218221734200556,0.009511034879083622,0.020562788227287885,0.0059756671954255035,0.05766682187689081,0.10069223909007813,0.03007382310637151,0.06364248907231632
25-1053,"Environmental Science Teachers, Postsecondary",192,7130.0,7130.0,False,100360.0,1212.7968420636378,2354.3169213438036,663.4545885850665,533.7121186982225,397.38958705365826,1681.3419947002112,3567.1137634074416,1197.166707283289,2078.7315817538697,1017.0309226832042,1718.2564134902452,527.9265238495472,334.3923602939743,356.66955059371975,1274.2476177778838,2735.2873361734496,862.3188841435215,1630.9171683716033,0.14264108312527407,0.24098967931139484,0.07404299072223662,0.04689934926984212,0.05002377988691722,0.17871635592957696,0.38363076243666894,0.12094233999207875,0.22874013581649416
25-1054,"Physics Teachers, Postsecondary",193,13590.0,13590.0,False,105460.0,925.7968420636377,2572.4835880104706,309.45458858506646,651.7121186982225,410.38958705365826,1830.3419947002114,3498.280430074108,961.166707283289,2240.7315817538697,778.9846057874818,2093.0107242371246,207.3830938450695,503.48557873704226,380.2425235019146,1525.8534538010435,2871.9953300246066,710.8686725821118,1906.095977302958,0.05732042721026356,0.1540110908195088,0.015259977472043378,0.0370482397893335,0.027979582303304974,0.11227766400302013,0.21133151802977237,0.05230821726137688,0.1402572463063251
25-1061,"Anthropology and Archeology Teachers, Postsecondary",194,5260.0,5260.0,False,102530.0,1745.7121977498498,3821.046074467284,938.3915820698909,808.7194741532977,629.4094239094239,2825.3328479330003,5566.758272217134,1747.1110562231886,3454.742271842424,1422.0322380005157,3348.721050988263,735.2655571166247,623.3052178947349,525.3677735800985,2560.1554599023807,4770.753288988779,1358.5707750113595,3085.5232334824796,0.27034833422063037,0.6366389830776166,0.13978432644802752,0.11849909085451235,0.0998798048631366,0.48672157032364655,0.9069873172982469,0.25828341730253984,0.5866013751867832
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",195,11430.0,11430.0,False,97350.0,591.9252835146598,1815.1278347807252,350.7201366570662,521.8387348016531,149.3537841468876,1209.0057479496502,2407.053118295385,872.5588714587194,1358.3595320965376,241.03488858380246,1229.135423927971,120.05217974940136,321.9278549147436,51.3962685348645,843.9284825044248,1470.1703125117735,441.9800346641449,895.3247510392891,0.021087916761487528,0.10753590760524681,0.010503252821469935,0.028165166659207663,0.004496611420373097,0.07383451290502405,0.12862382436673434,0.0386684194806776,0.07833112432539713
25-1063,"Economics Teachers, Postsecondary",196,12420.0,12420.0,False,133140.0,543.6027028694984,1059.689326716209,354.91368504416295,337.2994202855241,153.22475188882305,686.1075624657791,1603.2920295857075,692.2131053296871,839.3323143546022,202.5498607342046,393.215885644831,132.03707457095848,125.58944412017611,57.3125364825433,253.85772210391923,595.7657463790356,257.6265186911346,311.1702585864625,0.01630836237795528,0.03165989417430201,0.010631004393796979,0.010111871507260556,0.004614535948674984,0.020439430121088505,0.047968256552257296,0.020742875901057535,0.025053966069763487
25-1064,"Geography Teachers, Postsecondary",197,3290.0,3290.0,False,99020.0,543.6027028694984,1109.689326716209,354.91368504416295,337.2994202855241,153.22475188882308,686.1075624657791,1653.2920295857075,692.2131053296871,839.3323143546022,53.65451222347288,154.16105183345363,34.97600445559206,33.26805725888723,15.181823271140697,67.24572509838117,207.8155640569265,68.24406171447929,82.42754836952187,0.01630836237795528,0.046857462563359764,0.010631004393796979,0.010111871507260556,0.0046145359486749835,0.020439430121088502,0.06316582494131505,0.020742875901057535,0.025053966069763487
