soc_2010,title_2010,group_id,equal_1p_api_task_count,equal_claude_ai_task_count,equal_1p_api_automation_count,equal_claude_ai_automation_count,equal_1p_api_augmentation_count,equal_claude_ai_augmentation_count,equal_total_task_count,equal_total_automation_count,equal_total_augmentation_count,emp_1p_api_task_count,emp_claude_ai_task_count,emp_1p_api_automation_count,emp_claude_ai_automation_count,emp_1p_api_augmentation_count,emp_claude_ai_augmentation_count,emp_total_task_count,emp_total_automation_count,emp_total_augmentation_count,tot_emp_adjusted,tot_emp_imputed,emp_1p_api_task_count_pc,emp_claude_ai_task_count_pc,emp_1p_api_automation_count_pc,emp_claude_ai_automation_count_pc,emp_1p_api_augmentation_count_pc,emp_claude_ai_augmentation_count_pc,emp_total_task_count_pc,emp_total_automation_count_pc,emp_total_augmentation_count_pc
19-4099,"Life, Physical, and Social Science Technicians, All Other (#)",148,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,3181.0,2821.0,2293.0,1091.0,222.0,1023.0,6002.0,3384.0,1245.0,41430.0,41430.0,0.07678011103065412,0.06809075549118995,0.05534636736664253,0.02633357470432054,0.005358435916002897,0.024692251991310643,0.14487086652184408,0.08167994207096307,0.03005068790731354
21-1011,Substance Abuse and Behavioral Disorder Counselors,154,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,579.0,3086.5,244.0,665.5,95.0,2127.5,3665.5,909.5,2222.5,,65840.0,0.00879404617253949,0.04687879708383961,0.0037059538274605104,0.010107837181044958,0.001442891859052248,0.03231318347509113,0.0556728432563791,0.013813791008505468,0.033756075334143376
21-1012,"Educational, Guidance, School, and Vocational Counselors",155,3000.0,36255.3,1735.0,10512.271428571428,553.0,24773.885714285716,39255.3,12247.271428571428,25326.885714285716,3000.0,36257.964664659165,1735.0,10509.524201497568,553.0,24772.83384678692,39257.964664659165,12244.524201497568,25325.83384678692,308000.0,308000.0,0.00974025974025974,0.11772066449564664,0.005633116883116883,0.034121831823044055,0.0017954545454545454,0.08043127872333417,0.12746092423590638,0.039754948706160934,0.08222673326878871
21-1013,Marriage and Family Therapists,156,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,1221.0,3454.0,350.0,765.0,260.0,2102.0,4675.0,1115.0,2362.0,62080.0,62080.0,0.019668170103092783,0.05563788659793814,0.005637886597938144,0.012322809278350515,0.004188144329896907,0.033859536082474224,0.07530605670103092,0.01796069587628866,0.03804768041237113
21-1014,Mental Health Counselors,157,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,3393.0,15810.5,1025.0,3396.5,1231.0,10819.5,19203.5,4421.5,12050.5,,65840.0,0.051534021871202915,0.24013517618469016,0.015568043742405833,0.05158718104495747,0.018696840826245443,0.16433019441069258,0.2916691980558931,0.0671552247873633,0.18302703523693803
21-1015,Rehabilitation Counselors,158,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,139.0,490.0,56.0,100.0,0.0,278.0,629.0,156.0,278.0,82420.0,82420.0,0.0016864838631400147,0.005945158942004368,0.0006794467362290707,0.0012132977432661976,0.0,0.0033729677262800293,0.007631642805144383,0.0018927444794952682,0.0033729677262800293
21-1019,"Counselors, All Other",159,,,,,,,,,,,,,,,,,,,37270.0,37270.0,,,,,,,,,
21-1021,"Child, Family, and School Social Workers",160,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,146.0,308.0,79.0,15.0,0.0,125.0,454.0,94.0,125.0,344770.0,344770.0,0.0004234707196101749,0.0008933491893146155,0.0002291382660904371,4.350726571337414e-05,0.0,0.00036256054761145114,0.0013168199089247904,0.00027264553180381124,0.00036256054761145114
21-1022,Healthcare Social Workers,161,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,211.0,768.0,54.0,68.0,36.0,427.0,979.0,122.0,463.0,182420.0,182420.0,0.0011566714176077185,0.004210064685889705,0.00029602017322661987,0.00037276614406315096,0.00019734678215107992,0.002340752110514198,0.005366736103497424,0.0006687863172897708,0.002538098892665278
21-1023,Mental Health and Substance Abuse Social Workers,162,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,111.0,691.0,21.0,103.0,0.0,319.0,802.0,124.0,319.0,107940.0,107940.0,0.001028349082823791,0.006401704650731888,0.0001945525291828794,0.0009542338336112655,0.0,0.0029553455623494533,0.007430053733555679,0.001148786362794145,0.0029553455623494533
21-1029,"Social Workers, All Other",163,,,,,,,,,,,,,,,,,,,54620.0,54620.0,,,,,,,,,
21-1091,Health Educators,164,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,332.0,991.0,278.0,442.0,0.0,338.0,1323.0,720.0,338.0,56190.0,56190.0,0.005908524648513971,0.01763659014059441,0.004947499555080975,0.00786616835735896,0.0,0.00601530521445097,0.023545114789108382,0.012813667912439935,0.00601530521445097
21-1092,Probation Officers and Correctional Treatment Specialists,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89920.0,89920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21-1093,Social and Human Service Assistants,166,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,0.0,496.0,0.0,70.0,0.0,123.0,496.0,70.0,123.0,399560.0,399560.0,0.0,0.0012413655020522575,0.0,0.0001751927119831815,0.0,0.0003078386224847332,0.0012413655020522575,0.0001751927119831815,0.0003078386224847332
21-1094,Community Health Workers,167,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,244.0,234.0,130.0,15.0,0.0,70.0,478.0,145.0,70.0,61300.0,61300.0,0.00398042414355628,0.0038172920065252854,0.0021207177814029365,0.00024469820554649265,0.0,0.0011419249592169657,0.007797716150081566,0.002365415986949429,0.0011419249592169657
21-1099,"Community and Social Service Specialists, All Other",168,,,,,,,,,,,,,,,,,,,94270.0,94270.0,,,,,,,,,
21-2011,Clergy,169,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,2730.0,12251.0,1820.0,4334.0,471.0,7231.0,14981.0,6154.0,7702.0,53140.0,53140.0,0.051373729770417764,0.23054196462175386,0.03424915318027851,0.08155814828754233,0.008863379751599548,0.13607452013549115,0.2819156943921716,0.11580730146782085,0.14493789988709072
21-2021,"Directors, Religious Activities and Education",170,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,552.0,2298.0,265.0,683.0,93.0,1273.0,2850.0,948.0,1366.0,24030.0,24030.0,0.022971285892634207,0.09563046192259675,0.011027881814398668,0.028422804827299208,0.0038701622971285894,0.052975447357469826,0.11860174781523096,0.03945068664169788,0.056845609654598415
21-2099,"Religious Workers, All Other",171,,,,,,,,,,,,,,,,,,,10720.0,10720.0,,,,,,,,,
23-1011,Lawyers,172,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,522.0,5003.0,198.0,1161.0,159.0,3405.0,5525.0,1359.0,3564.0,707160.0,707160.0,0.0007381639232988291,0.007074777985180157,0.0002799932122857628,0.0016417783811301543,0.00022484303410826405,0.004815034787035466,0.007812941908478987,0.0019217715934159172,0.00503987782114373
23-1012,Judicial Law Clerks,173,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,113.0,676.0,89.0,302.0,0.0,220.0,789.0,391.0,220.0,15540.0,15540.0,0.007271557271557271,0.0435006435006435,0.005727155727155727,0.019433719433719434,0.0,0.014157014157014158,0.05077220077220077,0.02516087516087516,0.014157014157014158
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",174,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,1346.0,4686.0,883.0,1852.0,348.0,2746.0,6032.0,2735.0,3094.0,12490.0,12490.0,0.10776621297037631,0.3751801441152922,0.07069655724579664,0.14827862289831867,0.02786228983186549,0.2198558847077662,0.4829463570856685,0.2189751801441153,0.2477181745396317
23-1022,"Arbitrators, Mediators, and Conciliators",175,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,350.0,2775.0,143.0,1039.0,0.0,1394.0,3125.0,1182.0,1394.0,7780.0,7780.0,0.04498714652956298,0.35668380462724936,0.018380462724935733,0.13354755784061698,0.0,0.17917737789203084,0.40167095115681234,0.1519280205655527,0.17917737789203084
23-1023,"Judges, Magistrate Judges, and Magistrates",176,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,195.0,792.0,145.0,427.0,0.0,228.0,987.0,572.0,228.0,28230.0,28230.0,0.006907545164718385,0.02805526036131775,0.005136379737867517,0.015125752745306411,0.0,0.008076514346439958,0.03496280552603613,0.02026213248317393,0.008076514346439958
23-2011,Paralegals and Legal Assistants,177,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,233.0,1685.0,139.0,739.0,0.0,784.0,1918.0,878.0,784.0,345240.0,345240.0,0.0006748928281774997,0.004880662727378056,0.00040261846831189896,0.002140539914262542,0.0,0.0022708840227088404,0.005555555555555556,0.002543158382574441,0.0022708840227088404
23-2091,Court Reporters,178,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,1700.0,1165.0,1498.0,969.0,39.0,91.0,2865.0,2467.0,130.0,14240.0,14240.0,0.11938202247191011,0.08181179775280899,0.10519662921348315,0.06804775280898877,0.0027387640449438202,0.006390449438202247,0.2011938202247191,0.17324438202247192,0.009129213483146067
23-2093,"Title Examiners, Abstractors, and Searchers",179,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,619.0,733.0,518.0,265.0,0.0,251.0,1352.0,783.0,251.0,53680.0,53680.0,0.011531296572280178,0.013654992548435172,0.00964977645305514,0.004936661698956781,0.0,0.004675856929955291,0.02518628912071535,0.014586438152011922,0.004675856929955291
23-2099,"Legal Support Workers, All Other",180,,,,,,,,,,,,,,,,,,,46480.0,46480.0,,,,,,,,,
25-1011,"Business Teachers, Postsecondary",181,650.6465163048581,1732.5927481001645,403.3245322614618,516.1289133730817,149.18528597838943,1018.4681666372843,2383.2392644050224,919.4534456345435,1167.6534526156738,1469.7894869519607,3093.3545525770814,941.6364431939214,995.2174588659072,378.8229896134095,1842.879996557479,4563.144039529042,1936.8539020598287,2221.7029861708884,78410.0,78410.0,0.018744923950413987,0.03945102094856627,0.01200913714059331,0.012692481301695029,0.004831309649450446,0.023503124557549788,0.05819594489898026,0.02470161844228834,0.028334434207000235
25-1021,"Computer Science Teachers, Postsecondary",182,575.8877511545468,1139.6654061922886,444.4545885850665,429.8939368800407,44.086556750627935,587.2207825789992,1715.5531573468354,874.3485254651073,631.3073393296272,595.7098934403332,1221.2427174519287,455.9203115255158,455.27485502215734,50.01180248797513,637.6558258486909,1816.9526108922619,911.1951665476731,687.6676283366661,33870.0,33870.0,0.017588127943322502,0.0360567675657493,0.013460889032344724,0.013441832153001397,0.0014765811186293219,0.01882656704601981,0.053644895509071804,0.02690272118534612,0.02030314816464913
25-1022,"Mathematical Science Teachers, Postsecondary",183,664.3929011769382,1397.0777314149586,444.8629082347654,411.78464196040096,170.2803916513594,914.7262311534133,2061.470632591897,856.6475501951664,1085.0066228047726,1108.0312478051105,2356.6030140569724,749.4821932291253,689.3315480942538,273.3653911250181,1555.7661189781406,3464.634261862083,1438.8137413233792,1829.1315101031587,46560.0,46560.0,0.023797921988941376,0.05061432590328549,0.016097126143237227,0.01480523084394875,0.005871249809386128,0.033414220768430855,0.07441224789222686,0.030902356987185978,0.039285470577816985
25-1031,"Architecture Teachers, Postsecondary",184,240.2254134922091,779.7454927723752,160.4545885850665,244.42640441250825,41.81815848222967,499.19913755735416,1019.9709062645843,404.8809929975747,541.0172960395838,61.03136236661615,162.92822731019095,32.6104704996041,51.45308049973756,8.678886082707253,103.70653966754293,223.9595896768071,84.06355099934166,112.38542575025018,6420.0,6420.0,0.009506442736233045,0.025378228552989244,0.005079512538879143,0.008014498520208342,0.0013518514147519086,0.016153666614882076,0.03488467128922229,0.013094011059087486,0.017505518029633984
25-1032,"Engineering Teachers, Postsecondary",185,474.46350873030434,3621.301769828652,258.45458858506646,681.8030277891316,154.81382947790067,2868.038964397181,4095.7652785589567,940.2576163741982,3022.8527938750817,515.3592717411019,3765.3429876936807,285.07244306331455,729.3782567995994,165.23854465387836,2955.695782913347,4280.702259434783,1014.4506998629139,3120.934327567226,36010.0,36010.0,0.014311559892838154,0.10456381526502863,0.007916479951772134,0.020254880777550662,0.004588684939013562,0.0820798606751832,0.11887537515786678,0.028171360729322796,0.08666854561419678
25-1041,"Agricultural Sciences Teachers, Postsecondary",186,249.79684206363768,991.3169213438038,172.4545885850665,287.7121186982225,52.38958705365824,620.3419947002113,1241.1137634074414,460.166707283289,672.7315817538696,66.65209632107236,396.7693090835655,45.55281674095285,101.51700399968945,14.396694623312445,239.62109083814175,463.4214054046379,147.06982074064229,254.0177854614542,8240.0,8240.0,0.00808884664090684,0.048151615180044356,0.005528254458853501,0.012320024757243865,0.0017471716775864618,0.02908022947064827,0.0562404618209512,0.017848279216097364,0.03082740114823473
25-1042,"Biological Science Teachers, Postsecondary",187,3613.8877511545465,30928.268625889257,1588.1061037365816,11231.17518688004,1677.6623143263855,19063.907335609303,34542.1563770438,12819.281290616622,20741.56964993569,3555.0343657460617,29320.685975411536,1606.2840423170799,10614.692003269576,1604.8478092254004,18081.83246342855,32875.7203411576,12220.976045586654,19686.680272653946,49920.0,49920.0,0.07121463072407976,0.5873534850843657,0.032177164309236374,0.2126340545526758,0.03214839361429087,0.36221619518086035,0.6585681158084454,0.24481121886191215,0.3943645887951512
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",188,899.3896171046886,1837.4532103421618,585.0851304569877,527.0068641826232,242.2803916513594,1175.151518509735,2736.8428274468506,1112.091994639611,1417.4319101610945,268.9972513382607,526.4161794343147,164.23534928453756,142.36270543749643,79.45648725792037,302.42025475967245,795.4134307725755,306.598054722034,381.87674201759285,1270.0,1270.0,0.21180885932146512,0.4145009286884368,0.1293191726649902,0.1120966184547216,0.0625641631952129,0.23812618485013579,0.6263097880099019,0.24141579111971181,0.3006903480453487
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",189,2222.320651587447,2068.9359689628513,1229.7403028707806,519.0930710791749,776.0562537203249,1394.151518509735,4291.256620550298,1748.8333739499558,2170.20777223006,1875.174684261718,1409.8255994477204,1002.4853934037427,311.2354122429535,678.2719271124935,966.5301034399491,3285.0002837094385,1313.7208056466964,1644.8020305524426,11150.0,11150.0,0.16817710172750835,0.12644175779800182,0.08990900389271235,0.027913489887260404,0.06083156296973036,0.0866843142098609,0.2946188595255102,0.11782249377997277,0.14751587717959128
25-1052,"Chemistry Teachers, Postsecondary",190,462.46648492078054,1969.2871594390417,254.4858385850665,508.52015441250825,137.81815848222968,1364.9178875573543,2431.7536443598224,763.0059929975747,1502.736046039584,388.05909286934735,1714.4185924761418,201.4035324574012,431.2971167314708,123.91573171462692,1200.431564898988,2102.4776853454896,632.700649188872,1324.347296613615,20650.0,20650.0,0.018792207887135464,0.08302269212959525,0.009753197697694975,0.020886058921620862,0.006000761826374185,0.058132279171863824,0.10181490001673073,0.03063925661931584,0.06413304099823802
25-1053,"Environmental Science Teachers, Postsecondary",191,1212.7968420636378,2354.3169213438036,663.4545885850665,533.7121186982225,397.38958705365826,1681.3419947002112,3567.1137634074416,1197.166707283289,2078.7315817538697,1013.4744030392586,1706.4272437720203,525.4963078232458,330.64394477646385,355.9023512681395,1266.7324765570395,2719.901646811279,856.1402525997097,1622.634827825179,6240.0,6240.0,0.1624157697178299,0.2734659044506443,0.08421415189475094,0.052987811662894846,0.057035633216048,0.20300199944824351,0.43588167416847423,0.13720196355764577,0.2600376326642915
25-1054,"Physics Teachers, Postsecondary",192,925.7968420636377,2572.4835880104706,309.4545885850665,651.7121186982225,410.38958705365826,1830.3419947002114,3498.280430074108,961.166707283289,2240.7315817538697,780.022567802062,2096.248375278017,208.09335234085603,504.49377080534055,380.4686277737619,1527.9037898274883,2876.270943080079,712.5871231461966,1908.3724176012502,12860.0,12860.0,0.06065494306392395,0.16300531689564676,0.016181442639257856,0.03922968668781808,0.02958542984243872,0.11881055908456363,0.2236602599595707,0.055411129327075946,0.14839598892700234
25-1061,"Anthropology and Archeology Teachers, Postsecondary",193,1745.7121977498498,3821.0460744672837,938.3915820698909,808.7194741532977,629.4094239094239,2825.3328479330003,5566.758272217134,1747.1110562231886,3454.742271842424,1404.7916913364459,3299.9833890443974,723.696877593255,614.3306122992981,521.7743740264264,2522.1354213815507,4704.775080380844,1338.027489892553,3043.909795407977,4930.0,4930.0,0.284947604733559,0.6693678273923727,0.14679449849761764,0.12461067186598339,0.1058365870236159,0.5115893349658318,0.9543154321259318,0.271405170363601,0.6174259219894477
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",194,591.9252835146598,1815.1278347807254,350.7201366570662,521.8387348016531,149.3537841468876,1209.0057479496502,2407.053118295385,872.5588714587194,1358.3595320965376,217.1812900944595,1190.032822799796,104.42261130772908,308.4697676461767,44.67479750415887,819.7407453401948,1407.2141128942553,412.8923789539058,864.4155428443537,9340.0,9340.0,0.023252814785274037,0.12741250779441068,0.01118015110361125,0.03302674171800607,0.004783168897661549,0.08776667508995663,0.15066532257968474,0.04420689282161732,0.09254984398761817
25-1063,"Economics Teachers, Postsecondary",195,543.6027028694984,1059.689326716209,354.91368504416295,337.29942028552415,153.22475188882308,686.1075624657791,1603.2920295857077,692.2131053296871,839.3323143546022,202.04129213367537,392.7082562850169,131.72347160041485,125.40638201516789,57.14055928051572,253.54893495675122,594.7495484186923,257.12985361558276,310.68949423726696,11640.0,11640.0,0.017357499324198916,0.033737822704898356,0.01131644945020746,0.010773744159378686,0.004908982756058051,0.021782554549549075,0.05109532202909727,0.022090193609586146,0.026691537305607128
25-1064,"Geography Teachers, Postsecondary",196,543.6027028694984,1109.689326716209,354.91368504416295,337.29942028552415,153.22475188882308,686.1075624657791,1653.2920295857077,692.2131053296871,839.3323143546022,57.97404774282437,162.6843278343605,37.796941163692914,35.98430549232481,16.396002405233894,72.75373219549391,220.65837557718487,73.78124665601773,89.1497346007278,3340.0,3340.0,0.017357499324198913,0.04870788258513787,0.011316449450207459,0.010773744159378686,0.004908982756058052,0.021782554549549075,0.06606538190933679,0.022090193609586146,0.026691537305607124
25-1065,"Political Science Teachers, Postsecondary",197,543.6027028694984,1059.689326716209,354.91368504416295,337.29942028552415,153.22475188882308,686.1075624657791,1603.2920295857077,692.2131053296871,839.3323143546022,263.6604147345815,512.477526887406,171.89686714865132,163.65317378096222,74.56744806452181,330.8770036076504,776.1379416219875,335.55004092961354,405.44445167217225,15190.0,15190.0,0.017357499324198913,0.033737822704898356,0.01131644945020746,0.010773744159378684,0.004908982756058052,0.021782554549549072,0.051095322029097265,0.022090193609586146,0.026691537305607128
25-1066,"Psychology Teachers, Postsecondary",198,615.5788933456889,5394.236945763828,388.12797075844867,1132.9184679045718,162.55808522215642,4101.298038656255,6009.815839109518,1521.0464386630204,4263.856123878412,715.6397504952449,5680.031403254711,458.92228698159295,1225.6610328238564,178.04618857819247,4275.122677600054,6395.671153749956,1684.5833198054493,4453.168866178246,40050.0,40050.0,0.01786865793995618,0.14182350569924373,0.011458733757343145,0.030603271730932746,0.004445597717308176,0.10674463614482033,0.15969216363919989,0.042062005488275885,0.11119023386212849
25-1067,"Sociology Teachers, Postsecondary",199,538.8407981075936,1045.1337711606536,351.1359072663852,328.5216425077464,153.22475188882308,681.7742291324457,1583.9745692682473,679.6575497741316,834.998981021269,206.3648051198205,398.77893873169404,134.16661047969194,125.44085802956866,59.05506255537836,259.9868643437017,605.1437438515145,259.60746850926057,319.04192689908007,12030.0,12030.0,0.017154181639220323,0.03314870646148745,0.011152669200306895,0.010427336494560987,0.004908982756058052,0.021611543170715022,0.05030288810070777,0.021580005694867878,0.026520525926773075
25-1069,"Social Sciences Teachers, Postsecondary, All Other",200,,,,,,,,,,,,,,,,,,,16200.0,16200.0,,,,,,,,,
25-1071,"Health Specialties Teachers, Postsecondary",201,538.8407981075937,1086.1337711606536,351.1359072663852,328.5216425077464,153.22475188882308,681.7742291324458,1624.9745692682473,679.6575497741316,834.9989810212688,3562.923526466061,6925.986332050944,2316.4093929037417,2165.757789920317,1019.5957184332574,4488.717516557509,10488.909858517005,4482.167182824059,5508.313234990766,207700.0,207700.0,0.017154181639220323,0.033346106557780184,0.011152669200306893,0.010427336494560987,0.004908982756058052,0.021611543170715015,0.050500288197000504,0.02158000569486788,0.026520525926773068
25-1072,"Nursing Instructors and Teachers, Postsecondary",202,244.74556001235564,814.9432949701774,157.8501929806709,245.8549758410797,41.98665665072784,511.8218481800648,1059.688854982533,403.7051688217506,553.8085048307927,500.0617934169567,1747.5429183343535,338.21457654280556,536.0893832288447,90.2037407704108,1114.1885101766668,2247.60471175131,874.3039597716503,1204.3922509470776,69190.0,69190.0,0.007227370912226574,0.025257160259204416,0.004888200267998346,0.00774807606921296,0.001303710662963012,0.016103317100399868,0.032484531171430985,0.012636276337211306,0.01740702776336288
25-1081,"Education Teachers, Postsecondary",203,567.6027028694984,2064.537811564694,354.91368504416295,502.32972331582715,153.22475188882308,1295.4408957991125,2632.1405144341925,857.2434083599901,1448.6656476879355,1035.5950606143126,2967.160525013362,659.5226739580909,792.0065612049426,286.09551502306323,1877.2435709539516,4002.755585627675,1451.5292351630335,2163.3390859770147,58280.0,58280.0,0.017769304403128218,0.05091215725829379,0.011316449450207463,0.013589680185397093,0.004908982756058051,0.032210768204426074,0.06868146166142201,0.024906129635604554,0.03711975096048412
25-1082,"Library Science Teachers, Postsecondary",204,975.9130476970847,3206.7755336127607,518.7585126303699,748.2132133889723,326.4488898198576,2276.848941776124,4182.688581309845,1266.9717260193422,2603.2978315959813,579.0608911789408,2397.8299077816987,268.77876345944946,490.9786523339253,204.7933305423667,1753.8351704688027,2976.8907989606396,759.7574157933748,1958.6285010111696,4330.0,4330.0,0.13373230743162604,0.5537713412890759,0.06207361742712459,0.11338998899166866,0.047296381187613555,0.4050427645424487,0.687503648720702,0.17546360641879324,0.4523391457300623
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",205,543.6027028694984,1059.689326716209,354.91368504416295,337.29942028552415,153.22475188882308,686.1075624657791,1603.2920295857077,692.2131053296871,839.3323143546022,241.2692406063649,468.95573559808713,157.2986473578837,149.7550438153637,68.23486030920692,302.77750823873214,710.224976204452,307.05369117324744,371.01236854793905,13900.0,13900.0,0.017357499324198913,0.033737822704898356,0.01131644945020746,0.010773744159378684,0.004908982756058052,0.021782554549549075,0.051095322029097265,0.022090193609586146,0.026691537305607124
25-1112,"Law Teachers, Postsecondary",206,609.5074647742604,1164.498850525733,411.62797075844867,401.63275361885746,148.98665665072784,711.1551815133981,1774.0063152999935,813.2607243773061,860.1418381641259,487.481690592896,737.1561845661598,324.92087108044086,267.0411937756746,126.33402913174147,436.34829134703904,1224.6378751590557,591.9620648561155,562.6823204787805,14830.0,14830.0,0.03287132101098422,0.04970709268821037,0.021909701354041865,0.018006823585682712,0.008518815180832197,0.029423350731425425,0.0825784136991946,0.03991652493972458,0.037942165912257624
25-1113,"Social Work Teachers, Postsecondary",207,791.8407981075937,4000.558013584896,463.1359072663852,927.4004303865343,252.22475188882308,2975.046956405173,4792.39881169249,1390.5363376529194,3227.271708293996,459.7078887526049,3358.2984894932392,246.38966386369805,725.2183902779146,158.1532422104995,2555.3706816033578,3818.006378245844,971.6080541416127,2713.523923813857,12050.0,12050.0,0.038150032261626964,0.2786969700824265,0.020447275009435523,0.06018409877825018,0.013124750390912822,0.21206395697953176,0.31684700234405344,0.0806313737876857,0.22518870737044455
25-1121,"Art, Drama, and Music Teachers, Postsecondary",208,393.17413144092706,2152.4432949701772,247.3501929806709,505.8549758410797,59.98665665072784,1409.8218481800648,2545.6174264111046,753.2051688217506,1469.8085048307926,843.3861455942557,3795.6198917681845,564.8589194099371,1017.9942818511039,145.54201415767145,2473.387511932119,4639.00603736244,1582.853201261041,2618.9295260897907,97830.0,97830.0,0.008620935761977469,0.03879811808001824,0.005773882443114966,0.010405747540131901,0.0014877033032574,0.025282505488419905,0.047419053841995705,0.016179629983246867,0.026770208791677304
25-1122,"Communications Teachers, Postsecondary",209,542.8440821798433,1052.7582922334504,354.91368504416295,337.29942028552415,153.22475188882308,681.348941776124,1595.6023744132938,692.2131053296871,834.573693664947,474.03623572515926,916.4128360186115,309.5048924631741,294.661902759007,134.26067837818772,591.4160865096226,1390.449071743771,604.166795222181,725.6767648878102,27350.0,27350.0,0.017332220684649333,0.03350686786174082,0.011316449450207463,0.010773744159378682,0.004908982756058052,0.02162398853782898,0.05083908854639016,0.022090193609586143,0.026532971293887028
25-1123,"English Language and Literature Teachers, Postsecondary",210,4470.602702869498,37997.68932671621,2174.413685044163,13669.799420285524,1835.224751888823,23443.60756246578,42468.292029585704,15844.213105329687,25278.832314354604,5138.479445778157,40999.03330960527,2555.7104994552524,14728.655104666006,2072.318898603629,25315.413394023333,46137.512755383425,17284.36560412126,27387.732292626963,57680.0,57680.0,0.08908598206966292,0.7108015483634755,0.04430843445657511,0.2553511633957352,0.035927858852351405,0.43889412957738094,0.7998875304331384,0.29965959785231033,0.47482198842973233
25-1124,"Foreign Language and Literature Teachers, Postsecondary",211,4196.913047697084,18124.27553361276,1967.2585126303698,6349.713213388972,1800.9488898198576,11537.348941776123,22321.188581309845,8316.971726019341,13338.29783159598,4035.246998369597,17798.213382625177,1865.9882816869967,6243.361411877282,1750.3235805458826,11328.892288098068,21833.460380994773,8109.349693564279,13079.21586864395,19520.0,19520.0,0.20672371917877033,0.9117937183721915,0.09559366197166992,0.3198443346248608,0.08966821621648989,0.5803735803328929,1.1185174375509617,0.4154379965965307,0.6700417965493827
25-1125,"History Teachers, Postsecondary",212,1399.9511877179834,5649.386296413179,898.2924729229508,1676.3903293764333,320.46717613124736,3831.046956405173,7049.3374841311625,2574.682802299384,4151.51413253642,1154.3103016920331,5229.25379892593,733.2928754582939,1539.6419745607009,260.0451606194887,3566.610334003468,6383.564100617963,2272.934850018995,3826.6554946229567,18250.0,18250.0,0.06324987954476893,0.2865344547356674,0.04018043153196131,0.08436394381154526,0.014249049896958283,0.19543070323306674,0.3497843342804363,0.12454437534350657,0.20967975313002502
25-1126,"Philosophy and Religion Teachers, Postsecondary",213,814.6027028694984,4013.689326716209,411.91368504416295,898.2994202855241,288.22475188882305,3016.107562465779,4828.2920295857075,1310.213105329687,3304.332314354602,646.2691353891805,3683.4117268799023,301.6616371134853,793.9283487257671,241.13220718597506,2800.938829361251,4329.680862269082,1095.5899858392524,3042.071036547226,21620.0,21620.0,0.029892189425956547,0.17037057016095755,0.01395289718378748,0.03672194027408729,0.011153201072431779,0.1295531373432586,0.20026275958691409,0.050674837457874766,0.14070633841569039
25-1191,Graduate Teaching Assistants,214,1515.0,6481.0,1043.0,3136.0,342.0,2943.0,7996.0,4179.0,3285.0,1515.0,6481.0,1043.0,3136.0,342.0,2943.0,7996.0,4179.0,3285.0,135160.0,135160.0,0.01120893755548979,0.047950577093814735,0.007716780112459308,0.02320213080793134,0.002530334418467002,0.021774193548387097,0.05915951464930453,0.030918910920390646,0.0243045279668541
